Date,Buyer,Title
03/10/1746,"osborne, thomas ii",life of prince eugene
03/10/1746,"osborne, thomas ii",love in a wood
03/10/1746,"osborne, thomas ii",misson voyages
03/10/1746,"osborne, thomas ii",modern practice of the exchequer
03/10/1746,"osborne, thomas ii",nelson justice
03/10/1746,"osborne, thomas ii",nelson lex maneriorum
03/10/1746,"osborne, thomas ii",practicing attorney
03/10/1746,"osborne, thomas ii",privilegia londini
03/10/1746,"osborne, thomas ii",prosodia chirurgica
03/10/1746,"osborne, thomas ii",reading english clerk's instructor
03/10/1746,"osborne, thomas ii",rehearsal
03/10/1746,"osborne, thomas ii",savage author to be let
03/10/1746,"osborne, thomas ii",sea laws
03/10/1746,"osborne, thomas ii","tanner of york, or, lucky discovery"
03/10/1746,"osborne, thomas ii",telemachus ozell
03/10/1746,"osborne, thomas ii","the anatomist, or, the sham doctor"
03/10/1746,"osborne, thomas ii",the plain dealer
03/10/1746,"osborne, thomas ii","tutor for the beau, or, love in a labyrinth"
03/10/1746,"osborne, thomas ii",wallis gravitation
03/10/1746,"osborne, thomas ii",wentworth office of executors
03/10/1746,"osborne, thomas ii",wilkins real character
03/10/1746,"osborne, thomas ii",willoughby of birds
03/10/1746,"osborne, thomas ii",yelverton reports
03/10/1746,"robinson, jacob",constitutions of the ancient fraternity of free and accepted mason
03/10/1746,"sanby, william",cases in practice in the court of common pleas
03/10/1746,"slater, henry",amusements of the german spa
03/10/1746,"slater, henry",universal pocket book and companion
07/21/1746,"cogan, francis",abjuration oath
07/21/1746,"cogan, francis",duty of a soldier
07/21/1746,"cogan, francis",exhortation to his majesty subjects
07/21/1746,"cogan, francis",hue and cry after innocent blood
07/21/1746,"cogan, francis",presbyterian on horseback
07/21/1746,"cogan, francis",trip to scotland
07/21/1746,"corbett, charles i",answer to middleton letter from rome
07/21/1746,"corbett, charles i",are these things so
07/21/1746,"corbett, charles i",cambray on the immortality of the soul
07/21/1746,"corbett, charles i",cartwright adventures
07/21/1746,"corbett, charles i",champion
07/21/1746,"corbett, charles i",cibber trial
07/21/1746,"corbett, charles i",court intrigue
07/21/1746,"corbett, charles i",death of middleton in the life of cicero
07/21/1746,"corbett, charles i",dissuasive from jacobitism
07/21/1746,"corbett, charles i",expediency of one man dying
07/21/1746,"corbett, charles i",great improvement of commons
07/21/1746,"corbett, charles i",great man answer
07/21/1746,"corbett, charles i",hanover heroes
07/21/1746,"corbett, charles i",history of prince titi
07/21/1746,"corbett, charles i",morley trial
07/21/1746,"corbett, charles i",pearce character of clergy
07/21/1746,"corbett, charles i","plague, a poem with the laws"
07/21/1746,"corbett, charles i",poney epistle
07/21/1746,"corbett, charles i",rich ladies treasury
07/21/1746,"corbett, charles i",seventeen hundred forty one poem
07/21/1746,"corbett, charles i",vision of zabdael
07/21/1746,"corbett, charles i",voyage to the levant
07/21/1746,"millar, andrew",defence of the people
07/21/1746,"millar, andrew",ralph court secret
07/21/1746,"millar, andrew",robinson law of kent
07/21/1746,"millar, andrew",shamela
07/21/1746,"nourse, john",british muse
07/21/1746,"nourse, john",dictionary fabulous
07/21/1746,"nourse, john",practicing attorney
07/21/1746,"nourse, john",ramsay poem
07/21/1746,"nourse, john",real state of the british dominions
07/21/1746,"nourse, john",sequel to la belle
07/21/1746,"nourse, john",sopha
07/21/1746,"nourse, john","the anti-pamela, or, feign'd innocence detected"
07/21/1746,"osborn, john i (hd and pnr)",history of poland
07/21/1746,"osborn, john i (hd and pnr)",prosodia chirurgica
07/21/1746,"osborn, john i (hd and pnr)",winter evening tales
07/21/1746,"osborn, john ii (hd and pnr)",history of poland
07/21/1746,"osborn, john ii (hd and pnr)",prosodia chirurgica
07/21/1746,"osborn, john ii (hd and pnr)",winter evening tales
07/21/1746,"osborne, thomas ii",barlowe determinations of house of commons
07/21/1746,"osborne, thomas ii",memoirs of a young nobleman
07/21/1746,"osborne, thomas ii",memoirs of church government
07/21/1746,"osborne, thomas ii",other side of the question
07/21/1746,"osborne, thomas ii",polite tales
07/21/1746,"osborne, thomas ii",use and abuse of parliaments
07/21/1746,"robinson, jacob",ax laid to the root
07/21/1746,"robinson, jacob",the merry companion
07/21/1746,"waller, thomas",considerations of a war with france
07/21/1746,"waller, thomas",description of the world
07/21/1746,"waller, thomas",hanover war
07/21/1746,"waller, thomas",law of commons and commoners
07/21/1746,"waller, thomas",life of pope
07/21/1746,"wren, john",case of the queen of hungary
07/21/1746,"wren, john",gentleman farrier
07/21/1746,"wren, john",key to sessions
07/21/1746,"wren, john",vernon speeches
10/25/1746,"birt, samuel",copies
10/25/1746,"birt, samuel",law of nature
10/25/1746,"birt, samuel",pomet drugs
10/25/1746,"birt, samuel",salmon architecture
10/25/1746,"comyns, edmund",dictionary cole english & latin
10/25/1746,"comyns, edmund",law of nature
10/25/1746,"hodges, james",dictionary cole english & latin
10/25/1746,"hodges, james",law of nature
10/25/1746,"lintot, henry",comyn reports
10/25/1746,"lintot, henry",english and scottish historical library
10/25/1746,"osborne, thomas i",shaw justice
10/25/1746,"osborne, thomas i",short way to know the world
10/25/1746,"osborne, thomas ii",carthew reports
10/25/1746,"osborne, thomas ii",copies
10/25/1746,"osborne, thomas ii",maps
10/25/1746,"osborne, thomas ii",shaw justice
10/25/1746,"osborne, thomas ii",short way to know the world
10/25/1746,"pemberton, henry",nelson festivals
10/25/1746,"pemberton, john ii",burkitt new testament
10/25/1746,"rivington, james",dictionary cole english & latin
10/25/1746,"rivington, john i",dictionary cole english & latin
10/25/1746,"ware, richard",caesar
10/25/1746,"ware, richard",dictionary cole
10/25/1746,"ware, richard",lake sacrament
10/25/1746,"wilcox, thomas",burkitt new testament
10/25/1746,"wilcox, thomas",delphin juvenal
10/25/1746,"wilcox, thomas",nelson duty of christian sacrament
11/22/1746,"corbett, charles i",child play thing
11/22/1746,"corbett, charles i",constant lovers
11/22/1746,"corbett, charles i",fortunate country maid
11/22/1746,"corbett, charles i",irish princess
11/22/1746,"corbett, charles i",jamaica lady
11/22/1746,"corbett, charles i",lahontan voyages
11/22/1746,"corbett, charles i",leucippe and clitophon
11/22/1746,"corbett, charles i",life rosselli
11/22/1746,"corbett, charles i",love in its empire
11/22/1746,"corbett, charles i",petticoat
11/22/1746,"corbett, charles i",philidor and placentia
11/22/1746,"corbett, charles i",rabelais works
11/22/1746,"corbett, charles i",tavern scuffle
11/22/1746,"corbett, charles i",the false friend and inconstant mistress
11/22/1746,"corbett, charles i",the fortunate peasant
11/22/1746,"corbett, charles i",the platonic lovers
11/22/1746,"corbett, charles i",zulima
11/22/1746,"dodd, benjamin",dictionary boyer
11/22/1746,"dodsley, robert",salmon chronological historian
11/22/1746,"dodsley, robert","spleen, a poem"
11/22/1746,"dodsley, robert",trublet essays
11/22/1746,"fuller, john",dictionary boyer
11/22/1746,"lintot, henry",george barnwell
11/22/1746,"lintot, henry",tournefort complete herbal
11/22/1746,"lintot, henry",whitby new testament
11/22/1746,"millar, andrew",delphin sallust
11/22/1746,"millar, andrew",dictionary boyer
11/22/1746,"osborn, john ii (hd and pnr)",albion queens
11/22/1746,"osborn, john ii (hd and pnr)",anna bullen
11/22/1746,"osborn, john ii (hd and pnr)",antiochus and stratonice
11/22/1746,"osborn, john ii (hd and pnr)",aphra behn novels
11/22/1746,"osborn, john ii (hd and pnr)",aphra behn plays
11/22/1746,"osborn, john ii (hd and pnr)",art of painting in miniature
11/22/1746,"osborn, john ii (hd and pnr)",artful husband
11/22/1746,"osborn, john ii (hd and pnr)",baker chronicle
11/22/1746,"osborn, john ii (hd and pnr)",bold stroke for a wife
11/22/1746,"osborn, john ii (hd and pnr)",bond man
11/22/1746,"osborn, john ii (hd and pnr)",bosman guinea
11/22/1746,"osborn, john ii (hd and pnr)",brown travels
11/22/1746,"osborn, john ii (hd and pnr)",builder dictionary
11/22/1746,"osborn, john ii (hd and pnr)",canting dictionary
11/22/1746,"osborn, john ii (hd and pnr)",carew cornwall
11/22/1746,"osborn, john ii (hd and pnr)",clavis homerica
11/22/1746,"osborn, john ii (hd and pnr)",comes commercii
11/22/1746,"osborn, john ii (hd and pnr)",cook voyages
11/22/1746,"osborn, john ii (hd and pnr)",critical life of oliver cromwell
11/22/1746,"osborn, john ii (hd and pnr)",cure of deism
11/22/1746,"osborn, john ii (hd and pnr)",dale conversations
11/22/1746,"osborn, john ii (hd and pnr)",devout christian companion
11/22/1746,"osborn, john ii (hd and pnr)",dictionary bailey
11/22/1746,"osborn, john ii (hd and pnr)",dictionary littleton
11/22/1746,"osborn, john ii (hd and pnr)",dictionary sparrow
11/22/1746,"osborn, john ii (hd and pnr)",dr young revenge
11/22/1746,"osborn, john ii (hd and pnr)",duck poems
11/22/1746,"osborn, john ii (hd and pnr)",dugdale monasticon
11/22/1746,"osborn, john ii (hd and pnr)",feasts and fasts
11/22/1746,"osborn, john ii (hd and pnr)",frezier voyages
11/22/1746,"osborn, john ii (hd and pnr)",gentleman dancing master
11/22/1746,"osborn, john ii (hd and pnr)",government of a wife
11/22/1746,"osborn, john ii (hd and pnr)",guide to the altar
11/22/1746,"osborn, john ii (hd and pnr)",hatton view of london
11/22/1746,"osborn, john ii (hd and pnr)",higgs justice
11/22/1746,"osborn, john ii (hd and pnr)",historia litteraria
11/22/1746,"osborn, john ii (hd and pnr)",history of france
11/22/1746,"osborn, john ii (hd and pnr)",howard cookery
11/22/1746,"osborn, john ii (hd and pnr)",jenkins christian religion
11/22/1746,"osborn, john ii (hd and pnr)",lady dispensatory
11/22/1746,"osborn, john ii (hd and pnr)","life of edward iii, a poem"
11/22/1746,"osborn, john ii (hd and pnr)",life of lord leicester
11/22/1746,"osborn, john ii (hd and pnr)",life of mahomet
11/22/1746,"osborn, john ii (hd and pnr)",life of sir thomas moore
11/22/1746,"osborn, john ii (hd and pnr)",lottery
11/22/1746,"osborn, john ii (hd and pnr)",love in a veil
11/22/1746,"osborn, john ii (hd and pnr)",love in a wood
11/22/1746,"osborn, john ii (hd and pnr)",love last shift
11/22/1746,"osborn, john ii (hd and pnr)",manual of devotions
11/22/1746,"osborn, john ii (hd and pnr)",merchant magazine
11/22/1746,"osborn, john ii (hd and pnr)",moll flanders
11/22/1746,"osborn, john ii (hd and pnr)",murralt letters
11/22/1746,"osborn, john ii (hd and pnr)",nathaniel lee plays
11/22/1746,"osborn, john ii (hd and pnr)",newcomb church catechism
11/22/1746,"osborn, john ii (hd and pnr)",paul scarron works
11/22/1746,"osborn, john ii (hd and pnr)",pocket book for all persons
11/22/1746,"osborn, john ii (hd and pnr)",pyle new testament
11/22/1746,"osborn, john ii (hd and pnr)",roberts voyages
11/22/1746,"osborn, john ii (hd and pnr)",roman actor
11/22/1746,"osborn, john ii (hd and pnr)",samozzi architecture
11/22/1746,"osborn, john ii (hd and pnr)",spanish dialogues
11/22/1746,"osborn, john ii (hd and pnr)",the plain dealer
11/22/1746,"osborn, john ii (hd and pnr)",tour through england
11/22/1746,"osborn, john ii (hd and pnr)",trapp preservative
11/22/1746,"osborn, john ii (hd and pnr)",trapp trinity
11/22/1746,"osborn, john ii (hd and pnr)",universal pocket book and companion
11/22/1746,"osborn, john ii (hd and pnr)",vertot knights of malta
11/22/1746,"osborn, john ii (hd and pnr)",whitby new testament
11/22/1746,"rivington, james",delphin horace
11/22/1746,"rivington, james",metamorphoses
11/22/1746,"rivington, john i",delphin horace
11/22/1746,"rivington, john i",metamorphoses
11/22/1746,"wren, john",emblems of love
01/24/1747,"astley, thomas",gentleman dictionary
01/24/1747,"astley, thomas",gentleman recreation
01/24/1747,"astley, thomas",guillim heraldry
01/24/1747,"astley, thomas",guzman life
01/24/1747,"astley, thomas",war and peace
01/24/1747,"birt, samuel",modern husbandman
01/24/1747,"corbett, charles i",anatomy
01/24/1747,"corbett, charles i",caesar
01/24/1747,"corbett, charles i",chudleigh essays
01/24/1747,"corbett, charles i",clerk tutor in chancery
01/24/1747,"corbett, charles i",clift entries
01/24/1747,"corbett, charles i",collier supplement
01/24/1747,"corbett, charles i",collier supplement appendix
01/24/1747,"corbett, charles i",comendium of the laws
01/24/1747,"corbett, charles i",considerations on the present state of popery
01/24/1747,"corbett, charles i",conveyancer assistant
01/24/1747,"corbett, charles i",cornelius nepos
01/24/1747,"corbett, charles i",curosities of art and nature in husbandry and gardening
01/24/1747,"corbett, charles i",debates in parliament
01/24/1747,"corbett, charles i",dictionarium rusticum
01/24/1747,"corbett, charles i",diseases of tradesmen
01/24/1747,"corbett, charles i",divine paternity
01/24/1747,"corbett, charles i",dumont voyage to the levant
01/24/1747,"corbett, charles i",dutch voyages
01/24/1747,"corbett, charles i",historical dictionary
01/24/1747,"corbett, charles i",history of the world
01/24/1747,"corbett, charles i",hoyle games
01/24/1747,"corbett, charles i",italian grammar
01/24/1747,"corbett, charles i",universal library
01/24/1747,"corbett, charles i",use and abuse of parliaments
01/24/1747,"corbett, charles i",ventris reports
01/24/1747,"corbett, charles i",vignola and vitruvius architecture
01/24/1747,"corbett, charles i",watson clergyman law
01/24/1747,"dodsley, robert",copies
01/24/1747,"dodsley, robert",courts leet and baron
01/24/1747,"dodsley, robert",hippocrates
01/24/1747,"dodsley, robert",law of bastardry
01/24/1747,"dodsley, robert",letter from a country whig
01/24/1747,"dodsley, robert",letters of the ancients
01/24/1747,"dodsley, robert",levinz entries
01/24/1747,"dodsley, robert",marshall defence of constitution
01/24/1747,"dodsley, robert",marshall letter to clergyman
01/24/1747,"dodsley, robert",marshall new danger from propery
01/24/1747,"dodsley, robert",marshall penitential discipline
01/24/1747,"dodsley, robert",marshall sermon
01/24/1747,"dodsley, robert",marshall st cyprian
01/24/1747,"dodsley, robert",mechanism of fires made in chimneys
01/24/1747,"dodsley, robert",memoirs of savoy
01/24/1747,"dodsley, robert",mercurius politicus
01/24/1747,"dodsley, robert",misson voyage to italy
01/24/1747,"dodsley, robert",nelson abridgement
01/24/1747,"dodsley, robert",nelson reports in chancery
01/24/1747,"dodsley, robert",nelson rights of clergy
01/24/1747,"dodsley, robert",newton chronology
01/24/1747,"dodsley, robert",newton elogium
01/24/1747,"dodsley, robert",newton systema mundi
01/24/1747,"dodsley, robert",niccolo machiavelli works
01/24/1747,"dodsley, robert",pulse
01/24/1747,"dodsley, robert",savage art of prudence
01/24/1747,"dodsley, robert",scripture dictionary
01/24/1747,"dodsley, robert",seneca morals
01/24/1747,"dodsley, robert",sidderfin report
01/24/1747,"dodsley, robert",solitary and carthusian gardener
01/24/1747,"dodsley, robert",sorbiere travel through england
01/24/1747,"dodsley, robert",spanish common prayer
01/24/1747,"dodsley, robert",spanish grammar
01/24/1747,"dodsley, robert",stillingfleet pieces
01/24/1747,"dodsley, robert",stowe survey of london
01/24/1747,"dodsley, robert",theatre of war
01/24/1747,"dodsley, robert",tournefort complete herbal
01/24/1747,"dodsley, robert",treatise of frauds
01/24/1747,"dodsley, robert",treatise on trade
01/24/1747,"dodsley, robert",tremaine pleas of the crown
01/24/1747,"dodsley, robert",turner force of imagination
01/24/1747,"hodges, james",dictionary chambers
01/24/1747,"millar, andrew",account of georgia
01/24/1747,"millar, andrew",address to the electors
01/24/1747,"millar, andrew",advice to a young clergyman
01/24/1747,"millar, andrew",antiquities of middlesex
01/24/1747,"millar, andrew",atterbury sermons
01/24/1747,"millar, andrew",blackall sermons
01/24/1747,"millar, andrew",buckingham works
01/24/1747,"millar, andrew",burkitt new testament
01/24/1747,"millar, andrew",dictionary bailey
01/24/1747,"millar, andrew",dictionary collier abridged
01/24/1747,"millar, andrew",fall of adam and eve
01/24/1747,"millar, andrew",fleetwood chronicon pretiosum
01/24/1747,"millar, andrew",fleetwood works
01/24/1747,"millar, andrew",history of spiders
01/24/1747,"millar, andrew",queen anne annals
01/24/1747,"millar, andrew",roman history
01/24/1747,"osborn, john ii (hd and pnr)",compendium to the universal history
01/24/1747,"osborn, john ii (hd and pnr)",complete surgeon
01/24/1747,"osborn, john ii (hd and pnr)",copies
01/24/1747,"osborn, john ii (hd and pnr)",gilbert reports
01/24/1747,"osborn, john ii (hd and pnr)",gilbert treatise of tenures
01/24/1747,"osborn, john ii (hd and pnr)",harmonic architecture
01/24/1747,"osborn, john ii (hd and pnr)",harris lexicon technicum
01/24/1747,"osborn, john ii (hd and pnr)",help to history
01/24/1747,"osborn, john ii (hd and pnr)",hennepin voyage to america
01/24/1747,"osborn, john ii (hd and pnr)",history of bible
01/24/1747,"osborn, john ii (hd and pnr)",history of england
01/24/1747,"osborn, john ii (hd and pnr)",history of formosa
01/24/1747,"osborn, john ii (hd and pnr)",history of germany
01/24/1747,"osborn, john ii (hd and pnr)",history of king william iii
01/24/1747,"osborn, john ii (hd and pnr)",history of scotland and ireland
01/24/1747,"osborn, john ii (hd and pnr)",holt reports
01/24/1747,"osborn, john ii (hd and pnr)",ides travels from tartart to china
01/24/1747,"osborn, john ii (hd and pnr)",index to burnett
01/24/1747,"osborn, john ii (hd and pnr)",jervis sermon at stafford assizes
01/24/1747,"osborn, john ii (hd and pnr)",le guat voyages east indies
01/24/1747,"osborn, john ii (hd and pnr)",life of cardinal richlieu
01/24/1747,"osborn, john ii (hd and pnr)",lives of the chancellors
01/24/1747,"osborn, john ii (hd and pnr)",livii historia
01/24/1747,"osborn, john ii (hd and pnr)",love betrayed
01/24/1747,"osborn, john ii (hd and pnr)",lutwyche reports
01/24/1747,"osborn, john ii (hd and pnr)",phaedrus
01/24/1747,"osborn, john ii (hd and pnr)",treatise of osteology
01/24/1747,"osborn, john ii (hd and pnr)",voyage to the levant
01/24/1747,"osborne, thomas ii",commonplace book of the bible
01/24/1747,"rivington, james",nelson festivals
01/24/1747,"rivington, john i",nelson festivals
02/01/1748,"baker, samuel",nelson sacrament
02/01/1748,"birt, samuel",drelincourt death
02/01/1748,"birt, samuel",law dictionary
02/01/1748,"birt, samuel",nelson sacrament
02/01/1748,"brown, daniel ii",beauty and virtue
02/01/1748,"brown, daniel ii",gentleman instructed
02/01/1748,"brown, daniel ii",howell bible
02/01/1748,"brown, daniel ii",howell letters
02/01/1748,"brown, daniel ii",law of nature
02/01/1748,"brown, daniel ii",pyle epistles
02/01/1748,"brown, daniel ii",scott christian life
02/01/1748,"brown, daniel ii",scott works
02/01/1748,"buckland, james",burkitt new testament
02/01/1748,"cooper, mary",dictionary bailey
02/01/1748,"corbett, charles i",ann of austria
02/01/1748,"corbett, charles i",dictionary bailey
02/01/1748,"corbett, charles i",francis osborn works
02/01/1748,"corbett, charles i",french lovers
02/01/1748,"corbett, charles i",lady travels into spain
02/01/1748,"corbett, charles i",penelope aubin
02/01/1748,"corbett, charles i",plato works
02/01/1748,"corbett, charles ii",ann of austria
02/01/1748,"corbett, charles ii",dictionary bailey
02/01/1748,"corbett, charles ii",francis osborn works
02/01/1748,"corbett, charles ii",french lovers
02/01/1748,"corbett, charles ii",lady travels into spain
02/01/1748,"corbett, charles ii",penelope aubin
02/01/1748,"corbett, charles ii",plato works
02/01/1748,"davidson, joseph",delphin juvenal
02/01/1748,"davidson, joseph",delphin terence
02/01/1748,"davidson, joseph",dictionary bailey
02/01/1748,"davidson, joseph",dictionary cole english & latin
02/01/1748,"hodges, james",comes commercii
02/01/1748,"hodges, james",dictionary bailey
02/01/1748,"hodges, james",dictionary chambers
02/01/1748,"hodges, james",echard gazeteer
02/01/1748,"hodges, james",french grammar boyer
02/01/1748,"hodges, james",hawney measuring
02/01/1748,"lintot, henry",camden britannia
02/01/1748,"lintot, henry",cruden concordance
02/01/1748,"lintot, henry",josephus
02/01/1748,"lintot, henry",law dictionary
02/01/1748,"lintot, henry",lowthorp abridgement
02/01/1748,"lintot, henry",shaw bacon
02/01/1748,"lintot, henry",spanish dictionary
02/01/1748,"lintot, henry",tournefort voy
02/01/1748,"millar, andrew",burkitt new testament
02/01/1748,"millar, andrew",dictionary ainsworth
02/01/1748,"millar, andrew",jones abridgement
02/01/1748,"millar, andrew",law dictionary
02/01/1748,"millar, andrew",lowth commentary
02/01/1748,"millar, andrew",patrick commentary
02/01/1748,"millar, andrew",schrevelii lexicon
02/01/1748,"millar, andrew",tillotson works
02/01/1748,"millar, andrew",xenophon greek and latin
02/01/1748,"whiston, john",antonius
02/01/1748,"whiston, john",potter antiquities of greece
11/05/1748,"bathurst, charles",dictionary cole english & latin
11/05/1748,"bathurst, charles",schrevelii lexicon
11/05/1748,"birt, samuel",complete housewife
11/05/1748,"brown, daniel ii",jones abridgement
11/05/1748,"brown, daniel ii",lowthorp abridgement
11/05/1748,"comyns, edmund",blackmore antiquity
11/05/1748,"comyns, edmund",lowth commentary
11/05/1748,"comyns, edmund",patrick commentary
11/05/1748,"comyns, edmund",shaw bacon
11/05/1748,"comyns, edmund",spanish dictionary
11/05/1748,"comyns, edmund",tournefort voy
11/05/1748,"comyns, edmund",tyrell biblioteca politica
11/05/1748,"cooper, mary",10th volume
11/05/1748,"cooper, mary",bridgeman conveyances
11/05/1748,"cooper, mary",burkitt new testament
11/05/1748,"cooper, mary",comes commercii
11/05/1748,"cooper, mary",complete housewife
11/05/1748,"cooper, mary",cook on forest trees
11/05/1748,"cooper, mary",delphin juvenal
11/05/1748,"cooper, mary",delphin terence
11/05/1748,"cooper, mary",echard gazeteer
11/05/1748,"cooper, mary",erasmus
11/05/1748,"cooper, mary",fleetwood relative duties
11/05/1748,"cooper, mary",french grammar boyer
11/05/1748,"cooper, mary",gentleman instructed
11/05/1748,"cooper, mary",geography
11/05/1748,"cooper, mary",herodotus
11/05/1748,"cooper, mary",history of england
11/05/1748,"cooper, mary",history of english martyrs
11/05/1748,"cooper, mary",history of tartars
11/05/1748,"cooper, mary",horseman and farriers dictionary
11/05/1748,"cooper, mary",howell bible
11/05/1748,"cooper, mary",howell letters
11/05/1748,"cooper, mary",human prudence
11/05/1748,"cooper, mary",markland sermons
11/05/1748,"cooper, mary",mathematics
11/05/1748,"cooper, mary",medulla poetarum
11/05/1748,"cooper, mary",midwifery
11/05/1748,"cooper, mary",misson travels
11/05/1748,"cooper, mary",mosse sermon
11/05/1748,"cooper, mary",patrick sermons
11/05/1748,"cooper, mary",pious country parishioner
11/05/1748,"cooper, mary",potter antiquities of greece
11/05/1748,"cooper, mary",pyle epistles
11/05/1748,"cooper, mary",schrevelii lexicon
11/05/1748,"cooper, mary",scripture chronology
11/05/1748,"cooper, mary",secret history of whitehall
11/05/1748,"cooper, mary",spelling monday
11/05/1748,"cooper, mary",tanner notitia monastica
11/05/1748,"cooper, mary",trigonometry
11/05/1748,"cooper, mary",xenophon greek and latin
11/05/1748,"corbett, charles i",aesop
11/05/1748,"corbett, charles i",albion queens
11/05/1748,"corbett, charles i","alma mater, a satirical poem on oxford"
11/05/1748,"corbett, charles i",ambitious step-mother
11/05/1748,"corbett, charles i",anna bullen
11/05/1748,"corbett, charles i",aphra behn novels
11/05/1748,"corbett, charles i",aphra behn plays
11/05/1748,"corbett, charles i",art of pleasing in conversation
11/05/1748,"corbett, charles i",atheist
11/05/1748,"corbett, charles i",chances
11/05/1748,"corbett, charles i",cibber plays
11/05/1748,"corbett, charles i",complaint of job
11/05/1748,"corbett, charles i",copies
11/05/1748,"corbett, charles i",decimal arthimetic
11/05/1748,"corbett, charles i",dictionary boyer
11/05/1748,"corbett, charles i",fond husband
11/05/1748,"corbett, charles i",fontenelle plurality of worlds
11/05/1748,"corbett, charles i",francis beaumont & john fletcher plays
11/05/1748,"corbett, charles i",french and english grammar mauger
11/05/1748,"corbett, charles i",hudibras
11/05/1748,"corbett, charles i",island princess
11/05/1748,"corbett, charles i",john dryden plays
11/05/1748,"corbett, charles i",john vanbrugh plays
11/05/1748,"corbett, charles i",julius caesar
11/05/1748,"corbett, charles i",jura ecclesiastica
11/05/1748,"corbett, charles i",king lear
11/05/1748,"corbett, charles i",letters from a moor at london to friends at tunis
11/05/1748,"corbett, charles i",love for money
11/05/1748,"corbett, charles i",love last shift
11/05/1748,"corbett, charles i",macbeth
11/05/1748,"corbett, charles i",michel de montaigne essays
11/05/1748,"corbett, charles i",mottos
11/05/1748,"corbett, charles i",oedipus
11/05/1748,"corbett, charles i",oroonoko
11/05/1748,"corbett, charles i",othello
11/05/1748,"corbett, charles i",paradise lost
11/05/1748,"corbett, charles i",paradise regained
11/05/1748,"corbett, charles i",paul scarron novels
11/05/1748,"corbett, charles i",polite epistolary correspondence
11/05/1748,"corbett, charles i",ray travels
11/05/1748,"corbett, charles i",rehearsal
11/05/1748,"corbett, charles i",roman history
11/05/1748,"corbett, charles i",rover
11/05/1748,"corbett, charles i",seition hymn to the moon and oyster woman
11/05/1748,"corbett, charles i","sir courtly nice, or, it cannot be"
11/05/1748,"corbett, charles i",stage mutineers
11/05/1748,"corbett, charles i",stanhope roche faucault moral maxims
11/05/1748,"corbett, charles i","the anatomist, or, the sham doctor"
11/05/1748,"corbett, charles i",the country wit
11/05/1748,"corbett, charles i",the earl of essex
11/05/1748,"corbett, charles i",the fortunate peasant
11/05/1748,"corbett, charles i",the libertine
11/05/1748,"corbett, charles i",the orphan
11/05/1748,"corbett, charles i",the pilgrim
11/05/1748,"corbett, charles i",the plain dealer
11/05/1748,"corbett, charles i",the provoked wife
11/05/1748,"corbett, charles i","the relapse, or, virtue in danger"
11/05/1748,"corbett, charles i",the soldier fortune
11/05/1748,"corbett, charles i",thomas southerne plays
11/05/1748,"corbett, charles i",thomas sydenham works
11/05/1748,"corbett, charles i",vertot revolutions of sweden
11/05/1748,"corbett, charles i",william shakespeare works
11/05/1748,"corbett, charles ii",aesop
11/05/1748,"corbett, charles ii",albion queens
11/05/1748,"corbett, charles ii","alma mater, a satirical poem on oxford"
11/05/1748,"corbett, charles ii",ambitious step-mother
11/05/1748,"corbett, charles ii",anna bullen
11/05/1748,"corbett, charles ii",aphra behn novels
11/05/1748,"corbett, charles ii",aphra behn plays
11/05/1748,"corbett, charles ii",art of pleasing in conversation
11/05/1748,"corbett, charles ii",atheist
11/05/1748,"corbett, charles ii",chances
11/05/1748,"corbett, charles ii",cibber plays
11/05/1748,"corbett, charles ii",complaint of job
11/05/1748,"corbett, charles ii",copies
11/05/1748,"corbett, charles ii",decimal arthimetic
11/05/1748,"corbett, charles ii",dictionary boyer
11/05/1748,"corbett, charles ii",fond husband
11/05/1748,"corbett, charles ii",fontenelle plurality of worlds
11/05/1748,"corbett, charles ii",francis beaumont & john fletcher plays
11/05/1748,"corbett, charles ii",french and english grammar mauger
11/05/1748,"corbett, charles ii",hudibras
11/05/1748,"corbett, charles ii",island princess
11/05/1748,"corbett, charles ii",john dryden plays
11/05/1748,"corbett, charles ii",john vanbrugh plays
11/05/1748,"corbett, charles ii",julius caesar
11/05/1748,"corbett, charles ii",jura ecclesiastica
11/05/1748,"corbett, charles ii",king lear
11/05/1748,"corbett, charles ii",letters from a moor at london to friends at tunis
11/05/1748,"corbett, charles ii",love for money
11/05/1748,"corbett, charles ii",love last shift
11/05/1748,"corbett, charles ii",macbeth
11/05/1748,"corbett, charles ii",michel de montaigne essays
11/05/1748,"corbett, charles ii",mottos
11/05/1748,"corbett, charles ii",oedipus
11/05/1748,"corbett, charles ii",oroonoko
11/05/1748,"corbett, charles ii",othello
11/05/1748,"corbett, charles ii",paradise lost
11/05/1748,"corbett, charles ii",paradise regained
11/05/1748,"corbett, charles ii",paul scarron novels
11/05/1748,"corbett, charles ii",polite epistolary correspondence
11/05/1748,"corbett, charles ii",ray travels
11/05/1748,"corbett, charles ii",rehearsal
11/05/1748,"corbett, charles ii",roman history
11/05/1748,"corbett, charles ii",rover
11/05/1748,"corbett, charles ii",seition hymn to the moon and oyster woman
11/05/1748,"corbett, charles ii","sir courtly nice, or, it cannot be"
11/05/1748,"corbett, charles ii",stage mutineers
11/05/1748,"corbett, charles ii",stanhope roche faucault moral maxims
11/05/1748,"corbett, charles ii","the anatomist, or, the sham doctor"
